Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
demokrasi,derived,b,,FALSE,democracy,,demokratio,democracia,,,,,,politi,demo + -krasi,,,,
demokrasili,derived,t,,FALSE,democratic; democratically,,"demokratia, demokrata; demokratie, demokrate",democrático; democráticamente,,,,,,,demo + -krasi + -li,,,,
demoli,derived,t,,FALSE,public; publicly,,publika; publike,público; públicamente,,,,,,,demo + -li,,,,
demomorgi,derived,b.oj,,FALSE,genocide; commit genocide (against),,"genocido, gentomurdo; gentomurdi",genocidio; cometer genocidio (contra),,,,,,,demo + mor + -gi,,,,
demoni,root,b,,TRUE,demon,,demono,demonio,,,,,,dini,"Englisa (demon, demonic), Espanisa (demonio), Fransesa (démon, démoniaque), Rusisa (демон “dyémon”, демонический “dyemonyícyeskyiy”), Doycisa (Dämon, dämonisch), Indonesisa (demon), Turkisa (demon), Pilipinasa (demonyo), Niponsa (デーモン “demon”), Hangusa (데몬 “demon”)",,,,
den,root,d,,TRUE,"that, those, the",,"tiu, ti-","ese, aquel",gramati: tabellexi,,,,,,Doycisa (den),,,,
denete,derived,pn,,FALSE,those ones ,,tiuj,"esos (_seres vivos_), ésos, aquellos, aquéllos",,,,,,,den + ete,,,,
denim,root,b,,FALSE,denim,,"ĝinzoŝtofo, denimo","mezclilla, tela tejana",,,,,,materyal,"Englisa (denim), Fransesa (denim), Rusisa (деним “denim”), Doycisa (Denim), Indonesisa (denim), Hindi (डेनिम “denim”), Telugusa (డెనిమ్ “denim”), Arabisa (دِينِم “dinim”), Swahilisa (denimu), Parsisa (دنیم “denim”), Turkisa (denim), Hangusa (데님 “denim”), Niponsa (デニム “denimu”), Vyetnamsa (vải denim)",,,,
denkwanti ,derived,d,,FALSE,"that amount of, that quantity of, that much of","that amount of, that amount, that quantity of, that quantity, that much of, that much",tiom,"tanto, esa cantidad (de)",,,,,,,den + kwanti,,,,
denloka,derived,m,,FALSE,there,,tie,"allá, allí, ahí",,,,,,,den + loka,,,,
denloka hu,phrase,m,,FALSE,"_subordinate clause_: where, wherever",,"(tie,) kie",(en) donde,,,,,,,"den + loka, hu",,,,
denlokali,derived,t,,FALSE,local; locally,,"loka, tiea; loke, tiee","de allí, de ahí",,,,,,,den + loka + -li,,,,
denmaner,derived,m,,FALSE,"like that, like so, by that manner, in that manner",,tiel,"así, de esa manera, de ese modo",,,,,,,den + maner,,,,
denmaner hu,phrase,l,,FALSE,"like, in the way that",,"(tiel,) kiel","como, de la manera en que",,,,,,,"den + maner, hu",,,,
denmo,derived,m,,FALSE,"as, to that degree, that",,tiom,"tan (_para describir adjetivos y adverbios_), así de",,,,,,,den + -mo,,,,
denmo multi,phrase,t,,FALSE,"so many, so much",,tiom multe,tanto(s),,,,,,,"den + -mo, multi",,,,
denmo... kom...,phrase,m,,FALSE,as... as...,as,tiom... kiom...,tan(...) como (...),,,,,,,"den + -mo, kom",,,,
dennumer,derived,d,,FALSE,"that number of, that many ","that number of, that number, that many",tiu nombro,"tantos, ese número (de)",,,,,,,den + numer,,,,
denoto,derived,pn,,FALSE,"those (things), those ones",,tioj,"esos (_cosas_), ésos, aquellos, aquéllos",,,,,,,den + oto,,,,
denpul,derived,t,,FALSE,"like that, like so, (in) that way, thus, such",,tia,"tal, así, (de) ese tipo (de)",,,,,,,den + -pul,,,,
denpul kom,phrase,l,,FALSE,"as, such as, like",,"(tia,) kia; kiel","como, de la manera de",,,,,,,"den + -pul, kom",,,,
denseba,derived,m,,FALSE,for that reason,,tial,"por esa razón, por eso",,,,,,,den + seba,,,,
denseba hu,phrase,m,,FALSE,"_subordinate clause_: why, how come",,"(tial,) kial",por la razón que,,,,,,,"den + seba, hu",,,,
densu,derived,su s,,FALSE,that one's,,ties,"de ese (_ser vivo_), de aquel",,,,,,,den + -su,,,,
denta,root,b,,TRUE,tooth,,dento,diente,,,,,,jismulogi,"Hindi (दांत “daant”), Parsisa (دندان‎ “dandân”), Indonesisa (danta - guxi), Englisa (dental), Fransesa (dent, dentaire), Doycisa (dental), Rusisa (дентальный “dyentályniy”), Espanisa (diente, dental)",,,,
dentabroxa,derived,b,,FALSE,toothbrush,,dentbroso,cepillo de dientes,,,,,,,denta + broxa,,,,
dentakrema,derived,b,,FALSE,toothpaste,,"dentopasto, dentoŝmiraĵo",pasta de dientes,,,,,,,denta + krema,,,,
dentali,derived,t,,FALSE,dental; dentally,,denta; dente,dental,,,,,,,denta + -li,,,,
dentamedis,derived,b,,FALSE,dentistry,,dentokuracado,odontología,,,,,,,denta + -medis,,,,
dentamedisyen,derived,b,,FALSE,dentist,,"dentisto, dentokuracisto",dentista,,,,,,,denta + -medis + -yen,,,,
dente,derived,pn,,FALSE,"that, that one, that being, that person",,tiu,"ese (_ser vivo_), ése, aquel, aquél",,,,,,,den + te,,,,
dento,derived,pn,,FALSE,"that, that one, that thing",,tio,"ese (_cosa_), ése, eso, aquel, aquél, aquello",,,,,,,den + to,,,,
denwatu,derived,m,,FALSE,then (_at that time_),,tiam,"en ese momento, entonces",,,,,,,den + watu,,,,
denwatu hu,phrase,l,,FALSE,"_subordinate clause_: when, whenever",,"(tiam,) kiam","cuando, en el momento en que",,,,,,,"den + watu, hu",,,,
denya,derived,b.oj,,FALSE,identity; identify,,identeco; identigi,identidad; identificar,,,,,,,den + -ya,,,,
deodoran,root,b,,TRUE,deodorant,,senodorigilo,desodorante,,,,,,tul,"Englisa (deodorant), Fransesa (déodorant), Doycisa (Deodorant), Espanisa (desodorante), Rusisa (дезодорант “dezodoránt/dyezodoránt”), Niponsa (デオドラント “deodoranto”), Hangusa (데오도란트 “de'odorantu”), Turkisa (deodorant), Parsisa (دئودورانت “de'odorânt”)",,,,
departamen,root,b,,TRUE,department,,departemento,"departamento, división, ramo",kompara: apartamen,,,,,,"Englisa (department), Fransesa (département), Rusisa (департамент “dyepartámyent”), Espanisa (departamento), Indonesisa (departemen), Pilipinasa (departamento), Turkisa (departman). Am kompara: apartamen.",,,,
depresi,root,b.oro,,TRUE,"depression; depress, feel depressed",,"depresio, deprimo; deprimi, esti deprimita","depresión; deprimir, estar deprimido",,,,,,medis,"Doycisa (Depression), Englisa (depression), Espanisa (depresión), Fransesa (dépression), Rusisa (депрессия “dyepryéssyiya/dyepréssyiya”), Indonesisa (depresi), Pilipinasa (depresyon), Turkisa (depresyon), Hindi (डिप्रेशन “diprexan”), Telugusa (డిప్రెషన్ “diprexan”)",,,,
des,root,num,,TRUE,ten,,dek,"diez, deca-, 10^1",,zehn,,,,,"Hindi (दस “das”), Espanisa (diez), Rusisa (десять “dyésyaty”), Pilipinasa (diyes)",,,,
des care,phrase,num,,FALSE,fourteen,,dek kvar,catorce,,,,,,,"des, care",,,,
des dua,phrase,num,,FALSE,twelve,,dek du,doce,,,,,,,"des, dua",,,,
des lima,phrase,num,,FALSE,fifteen,,dek kvin,quince,,,,,,,"des, lima",,,,
des nue,phrase,num,,FALSE,nineteen,,dek naŭ,diecinueve,,,,,,,"des, nue",,,,
des oco,phrase,num,,FALSE,eighteen,,dek ok,dieciocho,,,,,,,"des, oco",,,,
des sabe,phrase,num,,FALSE,seventeen,,dek sep,diecisiete,,,,,,,"des, sabe",,,,
des sisa,phrase,num,,FALSE,sixteen,,dek ses,dieciséis,,,,,,,"des, sisa",,,,
des tiga,phrase,num,,FALSE,thirteen,,dek tri,trece,,,,,,,"des, tiga",,,,
des un,phrase,num,,FALSE,eleven,,dek unu,once,,,,,,,"des, un",,,,
desbanyen,derived,b,,FALSE,"teen, teenager, adolescent (_11 to 19_)",,dekkelkjarulo,"adolescente, joven, muchacho",,,baxixu,,,,des + ban + -yen,,,,
descaregon,derived,b,,FALSE,"tetradecagon, tetrakaidecagon, 14-gon",,"dekkvarangulo, dekkvarlatero",tetradecágono,,,,,,,des + care + -gon,,,,
descareple,derived,t,,FALSE,"quattuordecuple, fourteenfold",,dekkvarobla; dekkvaroble,catordécuple,,,,,,,des + care + -ple,,,,
descareyum,derived,t,,FALSE,fourteenth,,dekkvara; dekkvare,"décimo cuarto, decimocuarto",,,,,,,des + care + -yum,,,,
desduagon,derived,b,,FALSE,"dodecagon, 12-gon",,"dekduangulo, dekdulatero",dodecágono,,,,,,,des + dua + -gon,,,,
desduaple,derived,t,,FALSE,"duodecuple, twelvefold",,dekduobla; dekduoble,dodécuple,,,,,,,des + dua + -ple,,,,
desduayum,derived,t,,FALSE,twelveth,,dekdua; dekdue,"décimo segundo, decimosegundo, duodécimo",,,,,,,des + dua + -yum,,,,
deslimagon,derived,b,,FALSE,"pentadecagon, pentakaidecagon, 15-gon",,"dekkvinangulo, dekkvinlatero",pentadecágono,,,,,,,des + lima + -gon,,,,
deslimaple,derived,t,,FALSE,"quindecuple, fifteenfold",,dekkvinobla; dekkvinoble,quindécuple,,,,,,,des + lima + -ple,,,,
deslimayum,derived,t,,FALSE,fifteenth,,dekkvina; dekkvine,"décimo quinto, decimoquinto",,,,,,,des + lima + -yum,,,,
desnuegon,derived,b,,FALSE,"enneadecagon, enneakaidecagon, nonadecagon, 19-gon",,"deknaŭangulo, deknaŭlatero",eneadecágono,,,,,,,des + nue + -gon,,,,
desnueple,derived,t,,FALSE,"novemdecuple, nineteenfold",,deknaŭobla; deknaŭoble,novendécuple,,,,,,,des + nue + -ple,,,,
desnueyum,derived,t,,FALSE,nineteenth,,deknaŭa; deknaŭe,"décimo noveno, decimonoveno, decimonono",,,,,,,des + nue + -yum,,,,
desnyan,derived,b,,FALSE,decade,,"jardeko, dekjaro",década,,,,,,,des + nyan,,,,
desocogon,derived,b,,FALSE,"octadecagon, octakaidecagon, 18-gon",,"dekokangulo, dekoklatero",octadecágono,,,,,,,des + oco + -gon,,,,
desocople,derived,t,,FALSE,"octodecuple, eighteenfold",,dekokobla; dekokoble,octodécuple,,,,,,,des + oco + -ple,,,,
desocoyum,derived,t,,FALSE,eighteenth,,dekoka; dekoke,"décimo octavo, decimoctavo",,,,,,,des + oco + -yum,,,,
desple,derived,t,,FALSE,"decuple, tenfold",,dekobla; dekoble,décuple,,,,,,,des + -ple,,,,
dessabegon,derived,b,,FALSE,"heptadecagon, 17-gon",,"deksepangulo, dekseplatero",heptadecágono,,,,,,,des + sabe + -gon,,,,
dessabeple,derived,t,,FALSE,"septendecuple, seventeenfold",,deksepobla; deksepoble,septendécuple,,,,,,,des + sabe + -ple,,,,
dessabeyum,derived,t,,FALSE,seventeenth,,deksepa; deksepe,"décimo séptimo, decimoséptimo",,,,,,,des + sabe + -yum,,,,
dessisagon,derived,b,,FALSE,"hexadecagon, hexakaidecagon, 16-gon",,"deksesangulo, dekseslatero",hexadecágono,,,,,,,des + sisa + -gon,,,,
dessisaple,derived,t,,FALSE,"sexdecuple, sixteenfold",,deksesobla; deksesoble,sexdécuple,,,,,,,des + sisa + -ple,,,,
dessisayum,derived,t,,FALSE,sixteenth,,deksesa; deksese,"décimo sexto, decimosexto",,,,,,,des + sisa + -yum,,,,
destigagon,derived,b,,FALSE,"tridecagon, triskaidecagon, 13-gon",,"dektriangulo, dektrilatero",tridecágono,,,,,,,des + tiga + -gon,,,,
destigaple,derived,t,,FALSE,"tredecuple, thirteenfold",,destriobla; destrioble,tredécuple,,,,,,,des + tiga + -ple,,,,
destigayum,derived,t,,FALSE,thirteenth,,destria; destrie,"décimo tercero, decimotercero, decimotercio, tredécimo",,,,,,,des + tiga + -yum,,,,
destrui,root,b.oj,,TRUE,destruction; destroy,,detruo; detrui,destrucción; destruir,,,,,,,"Englisa (destroy), Doycisa (destruieren), Fransesa (détruire), Espanisa (destruir), Indonesisa (destruktif - destruifil)",,,,
destruifil,derived,t,,FALSE,"destructive, destructively",,detruema; detrueme,destructivo; destructivamente,,,,,,,destrui + -fil,,,,
desungon,derived,b,,FALSE,"undecagon, hendecagon, endecagon, 11-gon",,"dekunuangulo, dekunulatero",endecágono,,,,,,,des + un + -gon,,,,
desunple,derived,t,,FALSE,"undecuple, hendecuple, elevenfold",,dekunobla; dekunoble,undécuple,,,,,,,des + un + -ple,,,,
desunyum,derived,t,,FALSE,eleventh,,dekunua; dekunue,"décimo primero, decimoprimero, undécimo",,,,,,,des + un + -yum,,,,
desyum,derived,t,,FALSE,tenth,,deka; deke,décimo,,,,,,,des + -yum,,,,
detale,root,b.oj,,TRUE,detail; detail,,detalo,detalle,,,,,,,"Englisa (detail), Fransesa (détail), Doycisa (Detail), Rusisa (деталь “dyetály”), Espanisa (detalle), Turkisa (detay), Pilipinasa (detalye)",,,,
detalepul,derived,t,,FALSE,"intricate, detailed; intricately",,detala; detale,"detallado, elaborado",,,,,,,detale + -pul,,,,
dexa,root,b,,TRUE,country,,lando,país,,,,,,,"Hindi (देश “desh”), Telugusa (దేశం “dēśaṁ”), Indonesisa (desa), Banglasa (দেশ “desh”)",,,,
dexabyen,derived,b,,FALSE,border,,"landlimo, limo",frontera,,,,,,,dexa + byen,,,,
dexafil,derived,t,,FALSE,patriotic; patriotically,,patriota,patriótico,,,,,,,dexa + -fil,,,,
dexafilya,derived,b,,FALSE,patriotism,,patriotismo,patriotismo,,,,,,,dexafil + -ya,,,,
dexafilyen,derived,b,,FALSE,patriot,,patrioto,patriota,,,,,,,dexafil + -yen,,,,
dexakef,derived,b,,FALSE,"head of state, prime minister",,"ŝtatestro, ĉefministro","primer ministro, jefe de estado",,,,,,,dexa + -kef,,,,
dexayen,derived,b,,FALSE,citizen,,"ŝtatano, civitano","ciudadano (_miembro de un estado, con derechos y obligaciones_)",,,,,,,dexa + -yen,,,,
deya,derived,b.oj,,FALSE,(state of) belonging; belong (to),,aparteno; aparteni (al),"pertenencia; pertenecer (a), ser (de)",,,,,,,de + -ya,,,,
deylyu,root,b.oro,b.nenoj?,TRUE,convection; convect,,konvekto; konvekti,"convección; mover por convección, moverse por convección",,,,,,fisika,"Putunhwa (对流 “dweylyow”), Niponsa (対流 “tayryu”), Vyetnamsa (đối lưu “doylyu”), Hangusa (대류 “deryu”)",,,,
deysi,root,b,,TRUE,"daisy, _Leucanthemum_",,"lekanto, leŭkanto, leŭkantemo","margarita, _Leucanthemum_",,,,,,"planta, flura","Englisa (daisy), Indonesisa (desi), Pilipinasa (daisy), Hangusa (데이지 “deyji”), Hindi (डेज़ी “dezi”)",,,,
di,root,par,,TRUE,(_optional) proper noun marker_,,(_nedeviga) markilo de propra nomo_,_marcador de nombre proprio cuando este coincide con una palabra existente_,,,,,,,"Am oko den, hin. Doycisa (die), Englisa (the)",,,,
digita,root,b,,TRUE,digit,,cifero,dígito,,,,,,,"Englisa (digital), Fransesa (digital), Doycisa (digital), Espanisa (digital), Hindi (डिजिटल “ḍijiṭal”), Turkisa (dijital), Indonesisa (digital), Parsisa (دیجیتال‎ “dijitâl”), Niponsa (デジタル “dejitaru”), Hangusa (디지털 “dijitol”), Swahilisa (kidijitali)",,,,
digitali,derived,t,,FALSE,digital; digitally,,cifera; cifere,digital; digitalmente,,,,analogu,,,digita + -li,,,,
dildo,root,b,,TRUE,dildo,,gadmeso,consolador (_juguete erótico_),,,,,,,"Englisa (dildo), Espanisa (dildo), Fransesa (dildo), Rusisa (дилдо “dyíldo”), Doycisa (Dildo), Turkisa (dildo), Indonesisa (dildo), Pilipinasa (dildo), Hindi (डिल्डो “dildo”), Niponsa (ディルド “dirudo”), Hangusa (딜도 “dildo”)",,,,
din,root,b,,TRUE,day,,tago,día,,,,,,,"Espanisa (día), Rusisa (день “dyény”), Hindi (दिन “din”), Karnatakasa (ದಿನ “dina”), Jawasa (dina), Putunhwa (天 “tiān”)",,,,
dinamita,root,b,,TRUE,dynamite,,dinamito,dinamita; dinamitar,,,,,,,"Englisa (dynamite), Fransesa (dynamite), Espanisa (dinamita), Pilipinasa (dinamita), Rusisa (динамит “dyinamyít”), Doycisa (Dynamit), Indonesisa (dinamit), Turkisa (dinamit), Arabisa (دِينَامِيت “dinamit”), Niponsa (ダイナマイト “daynamatyo”), Telugusa (డైనమైటు “danyamaytu”), Hangusa (다이너마이트 “daynomaytu”), Vyetnamsa (đinamit), Parsisa (دینامیت “dinamit”)",,,,
dingya,root,b.oj,,TRUE,"definition, determination; define, determine",,difino; difini,"definición, determinación; definir, determinar",,,,,,,"Putunhwa (定义 “dìngyì”), Vyetnamsa (định nghĩa)",,,,
dingyalexi,derived,b,,FALSE,determiner,,"determinanto, determinativo",determinante (_gramática_),,,,,,gramati,dingya + -lexi,,,,
dini,root,b,,TRUE,religion,,religio,religión,,,,,,,"Arabisa (دين “din”), Parsisa (دین “din”), Turkisa (din), Swahilisa (dini), Indonesisa (din), Hindi (दीन “din”)",,,,
dinidom,derived,b,,FALSE,"church, temple",,"kirko, preĝejo, templo, sanktejo","iglesia, templo",,,,,,,dini + -dom,,,,
dinifil,derived,t,,FALSE,"religious, religiously inclined; religiously",,religiema; religieme,religioso (_inclinado a la religión_); religiosamente,,,,,,,dini + -fil,,,,
dinili,derived,t,,FALSE,religious (_of or relating to religion_),,religia; religie,religioso (_relativo a la religión_); religiosamente,,,,,,,dini + -li,,,,
dinixube,derived,b,,FALSE,"sect, denomination",,"sekto, denominacio","secta, denominación",,,,,,dini,dini + xube,,,,
dinkitabu,derived,b,,FALSE,"diary, journal",,taglibro,diario (personal),,,,,,,din + kitabu,,,,
dinosor,root,b,,TRUE,"dinosaur, _Dinosauria_",,dinosaŭro,"dinosaurio, _Dinosauria_",,,,,,hewan,"Englisa (dinosaur), Espanisa (dinosaurio), Fransesa (dinosaure), Rusisa (динозавр “dyinozávr”), Doycisa (Dinosaurier), Indonesisa (dinosaurus), Pilipinasa (dinosawriyo), Hindi (डायनासोर “daynasor”), Arabisa (دِينَاصَوْر “dinasawr”), Turkisa (dinozor), Parsisa (دایناسور “daynasor”), Swahilisa (dinosauri)",,,,
diplomasi,root,b,,TRUE,diplomacy,,diplomatio,diplomacia,,,,,,politi,"Doycisa (Diplomatie), Englisa (diplomacy), Espanisa (diplomacia), Fransesa (diplomatie), Rusisa (дипломатия “dyiplomátyiya”), Indonesisa (diplomasi), Pilipinasa (diplomasya), Turkisa (diplomasi), Swahilisa (diplomasia), Parsisa (دیپلماسی “diplomâsi”)",,,,
diplomasiyen,derived,b,,FALSE,diplomat,,diplomato,diplomático,,,,,,,diplomasi + -yen,,,,
dis-,affix,lfik,,TRUE,dis-,,dis-,dis- (_separación_),,,,,,,"Englisa (disperse), Fransesa (disperser), Rusisa (дисперсия “dyispyérsyiya”), Espanisa (dispersar)",,,,
disbage,derived,b.oj,,FALSE,"division, partition; divide (up), share (out), portion (out)",,dispartigo; dispartigi,"división, partición; dividir, racionar",,,"vibaja, bage",,,,dis- + bage,,,,
disbija,derived,b.oj,,FALSE,dissemination; disseminate,,dissemado; dissemi,"diseminación, diseminar",,,,,,,dis- + bija,,,,
discu,derived,b.nenoj,,FALSE,"dispersion; disperse, spread, expand",,disiĝo; disiĝi,dispersión; dispersarse,,,,,,,dis- + -cu,,,,
diseno,root,b.oj,,TRUE,design; design,,dezajno; dezajni,diseño; diseñar,,,,,,,"Englisa (design), Fransesa (dessin, dessein, design), Doycisa (Design), Rusisa (дизайн “dyizáyn”), Espanisa (diseño), Italisa (disegno), Hindi (डिज़ाइन “dizayn”), Turkisa (desen, dizayn), Parsisa (دیزاین “dizayn”), Indonesisa (desain), Pilipinasa (disenyo)",,,,
disenoyen,derived,b,,FALSE,designer,,"dezajnisto, dezajnanto",diseñador,,,,,,,diseno + -yen,,,,
disgi,derived,b.oj,,FALSE,"dispersion; disperse, spread, expand",,disigo; disigi,"dispersión, esparcimiento, extensión; dispersar, esparcir, extender",,,,,,,dis- + -gi,,,,
disgibe,derived,b.oj,,FALSE,distribution; distribute,,disdono; disdoni,distribución; distribuir,,,,,,,dis- + gibe,,,,
disgongin,derived,b.oj,,FALSE,issue (_supply and distribute_),,"emisio; emisii, eldoni","expedición, emisión; expedir, emitir",,,,,,,dis- + gongin,,,,
dishadya,derived,b.oj,,FALSE,share,,disdonaco; disdonaci,repartir,,,,,,,dis- + hadya,,,,
disko,root,b,,TRUE,"disc, disk",,disko,disco,,,,,,,"Englisa (disc, disk), Espanisa (disco), Fransesa (disque), Rusisa (диск “dyísk”), Pilipinasa (disko), Hindi (डिस्क “disk”), Niponsa (ディスク “disuku”), Telugusa (డిస్క్ “disk”), Turkisa (disk), Hangusa (디스크 “disuku”), Parsisa (دیسک “disk”), Swahilisa (diski)",,,,
diskrimina,root,b.oj,b.nenoj (optional preposition)?,TRUE,discrimination; discriminate (against),,"diskriminacio, diskrimino; diskriminacii, diskrimini",discriminación; discriminar,,,,,,,"Englisa (discrimination), Fransesa (discrimination), Doycisa (Diskriminierung), Rusisa (дискриминация “dyiskryimyinátsiya”), Espanisa (discriminación), Indonesisa (diskriminasi), Pilipinasa (diskriminasyon)",,,,
diskusi,root,b.oj,,TRUE,discussion; discuss,,diskuto; diskuti,discusión; discutir,,,,,,palalogi,"Englisa (discussion), Fransesa (discussion), Doycisa (Diskussion), Rusisa (дискуссия “dyiskússyiya”), Espanisa (dicusión), Indonesisa (diskusi), Pilipinasa (diskusyon)",,,,
disordenu,derived,b.oj,,FALSE,"confusion, disorder; confuse, disorder, disarrange",,"malordo, konfuzo; konfuzi, malordigi, malaranĝi",desorden; desordenar,,,,,,,dis- + ordenu,,,,
disprosyum,root,b,,TRUE,"dysprosium, Dy",,disprozio,"disprosio, Dy",,,,,,kimikali monlari,"Englisa (dysprosium), Putunhwa (鏑 “di”), Espanisa (disprosio), Arabisa (دِيسْبْرُوسْيُوم “disbrusyum”), Fransesa (dysprosium), Rusisa (диспрозий “dyisprózyiy”), Indonesisa (disprosium), Doycisa (Dysprosium), Niponsa (ジスプロシウム “jisupuroxiumu”), Telugusa (డిస్ప్రోసియం “disprosiyam”), Turkisa (disprosyum), Hangusa (디스프로슘 “disupurosyum”), Vyetnamsa (dysprosi), Parsisa (دیسپروزیم “disprozyom”), Swahilisa (disprosi), Pilipinasa (disprosyo)",,,,
dissolusi,derived,b.oj,,FALSE,dissolution; dissolve,,dissolvo; dissolvi,"disolución, desintegración, división; disolver, desintegrar, dividir",,,,,,,dis- + solusi,,,,
distrito,root,b,,TRUE,district,,distrikto,distrito,,,,,,,"Englisa (district), Espanisa (distrito), Fransesa (district), Rusisa (дистрикт “dyistryíkt/dyístryikt”), Doycisa (Distrikt), Portugalsa (distrito), Italisa (distretto), Indonesisa (distrik), Pilipinasa (distrito), Hindi (डिस्ट्रिक्ट “distrikt”), Niponsa (ディストリクト “disutorikuto”), Hangusa (디스트릭트 “disuturigtu”)",,,,
ditator,root,b,,FALSE,"dictator, autocrat, despot",,"diktatoro, aŭtokrato, despoto","dictador, autócrata, tirano",,,bawlukrasiyen,,,"insan, politi","Englisa (dictator), Espanisa (dictador), Fransesa (dictateur), Rusisa (диктaтор “dyiktátor”), Doycisa (Diktator), Portugalsa (ditador), Italisa (dittatore), Indonesisa (diktator), Pilipinasa (diktador), Hindi (डिक्टेटर “diktetar”), Arabisa (دِكْتَاتُور “diktatur”), Turkisa (diktatör), Parsisa (دیکْتاتور “diktâtor”), Swahilisa (dikteta)",,,,
divar,root,b,,TRUE,wall,,muro,"pared, muro, barda",,,,,,,"Hindi (दीवार “divaar”), Parsisa (دیوار “divar”), Turkisa (duvar)",,,,
Divehi,proper word,su n,,TRUE,Maldives,,Maldivoj,Maldivas,,,,,,dexa,Divehisa (ދިވެހިރާއްޖެ “Divehirājje”),,,,
Divehisa,derived,b,,FALSE,"Dhivehi, Divehi, Maldivian (language)",,la maldiva (lingvo); la diveha,"(idioma) maldivo, (idioma) divehi",,,,,,basa,Divehi + -sa,,,,
dixan,root,b,,TRUE,floor,,planko,"piso, suelo",,,,,,,Putunhwa (地上 “dìshàng”),,,,
doduku,root,b,,TRUE,morality,,moraleco,moralidad,,,,,,,"Putunhwa (道德 “dàodé”), Niponsa (道徳 “dōtoku”), Hangusa (도덕 “dodeog”), Vyetnamsa (đạo đức) ",,,,
dodukubon,derived,t,,FALSE,righteous; righteously,,"bona, morala, virta; bone, morale, virte","recto, honesto, honrado, justo",,,dodukusahi,dodukubur,,,doduku + bon,,,,
dodukubur,derived,t,,FALSE,"unrighteous, wicked, vile; righteously, wickedly, vilely",,"malbona, malmorala, malvirta; malbone, malmorale, malvirte","malvado, retorcido, injusto, vil; vilmente",,,dodukumal,dodukubon,,,doduku + bur,,,,
dodukukal,derived,t,,FALSE,immoral; immorally,,malmorala; malmorale,amoral; amoralmente,,,,dodukupul,,,doduku + -kal,,,,
dodukuli,derived,t,,FALSE,moral (_of or relating to morality_),,morala (_pri aŭ rilata al moralo_); morale,moral (_relacionado con la moralidad_); moralmente,,,,,,,doduku + -li,,,,
dodukumal,derived,t,,FALSE,"unrighteous, wicked, vile; righteously, wickedly, vilely",,"malmorala, malvirta, malbona; malmorale, malvirte, malbone","malvado, retorcido, injusto, vil; vilmente",,,dodukubur,dodukusahi,,,doduku + mal,,,,
dodukupul ,derived,t,,FALSE,moral; morally,,morala (_konforma kun bonaj moroj_); morale,moral (_conforme con las normas_); moralmente,,,,dodukukal,,,doduku + -pul,,,,
dodukusahi,derived,t,,FALSE,righteous; righteously,,"morala, virta, bona; morale, virte, bone","recto, honesto, honrado, justo",,,dodukubon,dodukumal,,,doduku + sahi,,,,
Dogra,proper word,su t,,TRUE,Dogra (_ethnolinguistic group in India and Pakistan_),,dogra,dogra (_grupo etnolingüístico en India y Pakistán_),,,,,,,Dograsa (डोगरा “dogra”),,,,
Dograsa,derived,b,,FALSE,Dogri (language),,la dogra (lingvo),(idioma) dogri,,,,,,basa,Dogra + -sa,,,,
Dograyen,derived,b,,FALSE,Dogra (person),,dogro,dogra (_persona_),,,,,,,Dogra + -yen,,,,
doku,root,b,,TRUE,"document, file",,"dokumento, dosiero",documento,,,,,,,"Englisa (document), Fransesa (document), Doycisa (Dokument), Rusisa (документ “dokumyént”), Espanisa (documento), Turkisa (doküman), Pilipinasa (dokumento), Indonesisa (dokument), Niponsa (ドキュメント “dokyumento”), Hangusa (도큐먼트 “dokyumontu”)",,,,
dokujem,root,b.oj,,TRUE,monopoly; monopolize,,monopolo; monopoligi,monopolio,,,,,,ekonomi,"Putunhwa (独占 “dujan”), Niponsa (独占 “dokusen”), Vyetnamsa (độc chiếm), Hangusa (독점 “dokjom”)",,,,
dokukaxa,derived,b,,FALSE,briefcase,,dokumentujo,"maletín, portafolio(s)",,,,,,,doku + -kaxa,,,,
dokya,root,b.oj,,TRUE,"poison, venom; poison",,veneno; veneni,"veneno, ponzoña, toxina; envenenar, emponzoñar",,,,,,medis,"Putunhwa (毒药 “dúyào”), Niponsa (毒薬 “dokuyaku”), Hangusa (독약 “dog-yag”), Vyetnamsa (độc)",,,,
dokyapul,derived,t,,FALSE,"poisonous, toxic; poisonously, toxically",,venena; venene,"venenoso, tóxico, ponzoñoso",,,,,,,dokya + -pul,,,,
dolar,root,b,,TRUE,dollar,,dolaro,"dólar, $",,,,,,ekonomi,"Englisa (dollar), Hindi (डॉलर “dolar”, डौलर “daular”, डालर “dalar”), Espanisa (dólar), Arabisa (دُولَار‎ “dular”), Fransesa (dollar), Rusisa (доллар “dóllar”), Indonesisa (dolar), Doycisa (Dollar), Niponsa (ドル “doru”), Turkisa (dolar), Hangusa (러 “dallo”), Vyetnamsa (đô la), Parsisa (دلار‎ “dolâr”), Swahilisa (dola), Pilipinasa (dolyar)",,,,
